rna_id	model_tool	structure_file	confidence	energy	source_version	fetch_date
URS00003FFA6C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00003FFA6C_9606.dbn		-2.60	ViennaRNA:2.7.2	2026-04-12
URS0000401970_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000401970_9606.dbn		-6.90	ViennaRNA:2.7.2	2026-04-12
URS00004023EA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004023EA_9606.dbn		-2.10	ViennaRNA:2.7.2	2026-04-12
URS0000403BF8_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000403BF8_9606.dbn		-3.10	ViennaRNA:2.7.2	2026-04-12
URS0000403C02_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000403C02_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00004060DD_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004060DD_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00004065BA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004065BA_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000040780F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040780F_9606.dbn		-4.00	ViennaRNA:2.7.2	2026-04-12
URS000040828B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040828B_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS0000409262_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000409262_9606.dbn		-2.20	ViennaRNA:2.7.2	2026-04-12
URS0000409B45_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000409B45_9606.dbn		-1.20	ViennaRNA:2.7.2	2026-04-12
URS000040BEF4_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040BEF4_9606.dbn		-0.30	ViennaRNA:2.7.2	2026-04-12
URS000040D421_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040D421_9606.dbn		-6.90	ViennaRNA:2.7.2	2026-04-12
URS000040D577_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040D577_9606.dbn		-2.70	ViennaRNA:2.7.2	2026-04-12
URS000040D674_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040D674_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000040DCFF_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040DCFF_9606.dbn		-1.50	ViennaRNA:2.7.2	2026-04-12
URS000040EC3B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040EC3B_9606.dbn		-2.80	ViennaRNA:2.7.2	2026-04-12
URS000040FA88_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000040FA88_9606.dbn		-3.50	ViennaRNA:2.7.2	2026-04-12
URS0000410073_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000410073_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000411672_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000411672_9606.dbn		-2.90	ViennaRNA:2.7.2	2026-04-12
URS0000411752_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000411752_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS0000412AC7_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000412AC7_9606.dbn		-2.20	ViennaRNA:2.7.2	2026-04-12
URS00004131FE_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004131FE_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS0000416056_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000416056_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00004176D4_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004176D4_9606.dbn		-1.30	ViennaRNA:2.7.2	2026-04-12
URS0000419B5A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000419B5A_9606.dbn		-4.80	ViennaRNA:2.7.2	2026-04-12
URS000041A3B2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000041A3B2_9606.dbn		-3.00	ViennaRNA:2.7.2	2026-04-12
URS000041E11D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000041E11D_9606.dbn		-1.30	ViennaRNA:2.7.2	2026-04-12
URS000041E210_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000041E210_9606.dbn		-2.70	ViennaRNA:2.7.2	2026-04-12
URS000041E780_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000041E780_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000041E949_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000041E949_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS000041FA2C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000041FA2C_9606.dbn		-4.00	ViennaRNA:2.7.2	2026-04-12
URS00004208C5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004208C5_9606.dbn		-0.20	ViennaRNA:2.7.2	2026-04-12
URS00004214BB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004214BB_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS00004216E6_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004216E6_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000422A99_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000422A99_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000425000_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000425000_9606.dbn		-7.20	ViennaRNA:2.7.2	2026-04-12
URS000042619A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042619A_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000427B2B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000427B2B_9606.dbn		-4.00	ViennaRNA:2.7.2	2026-04-12
URS0000427B68_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000427B68_9606.dbn		-1.10	ViennaRNA:2.7.2	2026-04-12
URS00004283FE_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004283FE_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS0000429226_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000429226_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS000042935A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042935A_9606.dbn		-2.00	ViennaRNA:2.7.2	2026-04-12
URS000042A173_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042A173_9606.dbn		-2.20	ViennaRNA:2.7.2	2026-04-12
URS000042A1A2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042A1A2_9606.dbn		-6.20	ViennaRNA:2.7.2	2026-04-12
URS000042A57E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042A57E_9606.dbn		-0.30	ViennaRNA:2.7.2	2026-04-12
URS000042B108_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042B108_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS000042B7FA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042B7FA_9606.dbn		-3.40	ViennaRNA:2.7.2	2026-04-12
URS000042BE4B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042BE4B_9606.dbn		-1.40	ViennaRNA:2.7.2	2026-04-12
URS000042C6A6_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042C6A6_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS000042E8CC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000042E8CC_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000432971_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000432971_9606.dbn		-2.90	ViennaRNA:2.7.2	2026-04-12
URS0000434271_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000434271_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS0000435A77_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000435A77_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000437512_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000437512_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS000043908D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000043908D_9606.dbn		-3.00	ViennaRNA:2.7.2	2026-04-12
URS0000439509_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000439509_9606.dbn		-2.10	ViennaRNA:2.7.2	2026-04-12
URS000043C1C3_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000043C1C3_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS000043D1A9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000043D1A9_9606.dbn		-2.70	ViennaRNA:2.7.2	2026-04-12
URS000043D2C1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000043D2C1_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000043F369_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000043F369_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS00004407DC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004407DC_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000442977_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000442977_9606.dbn		-0.30	ViennaRNA:2.7.2	2026-04-12
URS0000442B0D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000442B0D_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00004449AE_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004449AE_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS0000446722_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000446722_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS0000446855_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000446855_9606.dbn		-6.20	ViennaRNA:2.7.2	2026-04-12
URS000044878A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000044878A_9606.dbn		-3.50	ViennaRNA:2.7.2	2026-04-12
URS00004489C5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004489C5_9606.dbn		-1.60	ViennaRNA:2.7.2	2026-04-12
URS000044D459_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000044D459_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS000044EF2B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000044EF2B_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS000044FB51_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000044FB51_9606.dbn		-6.10	ViennaRNA:2.7.2	2026-04-12
URS000044FE6A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000044FE6A_9606.dbn		-1.10	ViennaRNA:2.7.2	2026-04-12
URS00004505E4_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004505E4_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000450D02_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000450D02_9606.dbn		-0.50	ViennaRNA:2.7.2	2026-04-12
URS0000450F92_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000450F92_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS000045147B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000045147B_9606.dbn		-3.00	ViennaRNA:2.7.2	2026-04-12
URS0000451A59_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000451A59_9606.dbn		-1.10	ViennaRNA:2.7.2	2026-04-12
URS00004526F6_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004526F6_9606.dbn		-1.90	ViennaRNA:2.7.2	2026-04-12
URS0000453664_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000453664_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000454FAB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000454FAB_9606.dbn		-7.30	ViennaRNA:2.7.2	2026-04-12
URS00004556E5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004556E5_9606.dbn		-4.20	ViennaRNA:2.7.2	2026-04-12
URS00004565E5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004565E5_9606.dbn		-4.90	ViennaRNA:2.7.2	2026-04-12
URS0000457089_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000457089_9606.dbn		-1.20	ViennaRNA:2.7.2	2026-04-12
URS0000458AD2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000458AD2_9606.dbn		-0.50	ViennaRNA:2.7.2	2026-04-12
URS0000459998_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000459998_9606.dbn		-2.90	ViennaRNA:2.7.2	2026-04-12
URS000045A9D7_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000045A9D7_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000045B99E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000045B99E_9606.dbn		-0.30	ViennaRNA:2.7.2	2026-04-12
URS000045C62E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000045C62E_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000045D31D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000045D31D_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000045E0EC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000045E0EC_9606.dbn		-0.20	ViennaRNA:2.7.2	2026-04-12
URS000045ED38_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000045ED38_9606.dbn		-4.30	ViennaRNA:2.7.2	2026-04-12
URS0000461D80_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000461D80_9606.dbn		-1.20	ViennaRNA:2.7.2	2026-04-12
URS0000462CE4_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000462CE4_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS00004636A3_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004636A3_9606.dbn		-6.50	ViennaRNA:2.7.2	2026-04-12
URS0000465D9A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000465D9A_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000465F56_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000465F56_9606.dbn		-1.40	ViennaRNA:2.7.2	2026-04-12
URS00004663C8_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004663C8_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS000046C832_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000046C832_9606.dbn		-4.40	ViennaRNA:2.7.2	2026-04-12
URS000046CDA6_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000046CDA6_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS000046F124_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000046F124_9606.dbn		-1.50	ViennaRNA:2.7.2	2026-04-12
URS0000470305_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000470305_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS0000472A9B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000472A9B_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000473E7A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000473E7A_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000047456A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047456A_9606.dbn		-5.20	ViennaRNA:2.7.2	2026-04-12
URS0000474B6E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000474B6E_9606.dbn		-0.10	ViennaRNA:2.7.2	2026-04-12
URS0000475586_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000475586_9606.dbn		-2.70	ViennaRNA:2.7.2	2026-04-12
URS0000475E09_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000475E09_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000476BE1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000476BE1_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS0000476C64_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000476C64_9606.dbn		-2.20	ViennaRNA:2.7.2	2026-04-12
URS000047736C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047736C_9606.dbn		-4.10	ViennaRNA:2.7.2	2026-04-12
URS0000477B7D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000477B7D_9606.dbn		-4.50	ViennaRNA:2.7.2	2026-04-12
URS000047944F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047944F_9606.dbn		-3.80	ViennaRNA:2.7.2	2026-04-12
URS000047996E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047996E_9606.dbn		-6.00	ViennaRNA:2.7.2	2026-04-12
URS000047A67D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047A67D_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000047E28E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047E28E_9606.dbn		-4.80	ViennaRNA:2.7.2	2026-04-12
URS000047E765_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047E765_9606.dbn		-2.00	ViennaRNA:2.7.2	2026-04-12
URS000047F4E3_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047F4E3_9606.dbn		-0.20	ViennaRNA:2.7.2	2026-04-12
URS000047FD4C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000047FD4C_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS0000480E22_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000480E22_9606.dbn		-2.30	ViennaRNA:2.7.2	2026-04-12
URS00004818BD_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004818BD_9606.dbn		-9.60	ViennaRNA:2.7.2	2026-04-12
URS0000482389_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000482389_9606.dbn		-1.10	ViennaRNA:2.7.2	2026-04-12
URS0000482D79_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000482D79_9606.dbn		-3.10	ViennaRNA:2.7.2	2026-04-12
URS0000483184_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000483184_9606.dbn		-5.40	ViennaRNA:2.7.2	2026-04-12
URS0000483D37_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000483D37_9606.dbn		-2.60	ViennaRNA:2.7.2	2026-04-12
URS0000484751_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000484751_9606.dbn		-3.30	ViennaRNA:2.7.2	2026-04-12
URS00004848FF_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004848FF_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000048521E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000048521E_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000485CBB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000485CBB_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000486E0B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000486E0B_9606.dbn		-6.70	ViennaRNA:2.7.2	2026-04-12
URS0000486E88_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000486E88_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000488C83_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000488C83_9606.dbn		-4.30	ViennaRNA:2.7.2	2026-04-12
URS000048B5E9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000048B5E9_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000048BA36_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000048BA36_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS000048D44E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000048D44E_9606.dbn		-6.30	ViennaRNA:2.7.2	2026-04-12
URS000048D51C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000048D51C_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000048E1E0_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000048E1E0_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000048F59D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000048F59D_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000490063_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000490063_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00004900F1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004900F1_9606.dbn		-6.50	ViennaRNA:2.7.2	2026-04-12
URS0000490308_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000490308_9606.dbn		-1.30	ViennaRNA:2.7.2	2026-04-12
URS00004929F1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004929F1_9606.dbn		-7.30	ViennaRNA:2.7.2	2026-04-12
URS00004959F4_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004959F4_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS0000495F5B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000495F5B_9606.dbn		-2.10	ViennaRNA:2.7.2	2026-04-12
URS0000495FF7_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000495FF7_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS0000496C56_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000496C56_9606.dbn		-1.10	ViennaRNA:2.7.2	2026-04-12
URS000049704B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000049704B_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS0000497496_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000497496_9606.dbn		-2.60	ViennaRNA:2.7.2	2026-04-12
URS00004977C5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004977C5_9606.dbn		-1.20	ViennaRNA:2.7.2	2026-04-12
URS0000498DAA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000498DAA_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00004996E9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004996E9_9606.dbn		-3.60	ViennaRNA:2.7.2	2026-04-12
URS0000499F46_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000499F46_9606.dbn		-0.10	ViennaRNA:2.7.2	2026-04-12
URS000049A7EB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000049A7EB_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS000049EEDF_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000049EEDF_9606.dbn		-2.20	ViennaRNA:2.7.2	2026-04-12
URS000049FAE8_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000049FAE8_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS00004A26B5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A26B5_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00004A35E2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A35E2_9606.dbn		-3.70	ViennaRNA:2.7.2	2026-04-12
URS00004A3E7E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A3E7E_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00004A40D8_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A40D8_9606.dbn		-4.90	ViennaRNA:2.7.2	2026-04-12
URS00004A5A07_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A5A07_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00004A6747_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A6747_9606.dbn		-1.60	ViennaRNA:2.7.2	2026-04-12
URS00004A6E26_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A6E26_9606.dbn		-2.80	ViennaRNA:2.7.2	2026-04-12
URS00004A9320_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004A9320_9606.dbn		-0.10	ViennaRNA:2.7.2	2026-04-12
URS00004AAAFF_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004AAAFF_9606.dbn		-3.90	ViennaRNA:2.7.2	2026-04-12
URS00004AB20A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004AB20A_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS00004AC389_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004AC389_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00004ACAAA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004ACAAA_9606.dbn		-1.30	ViennaRNA:2.7.2	2026-04-12
URS00004AD450_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004AD450_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS00004AD914_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004AD914_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00004AE8D3_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00004AE8D3_9606.dbn		-0.90	ViennaRNA:2.7.2	2026-04-12
