rfam_id	cm_file	ga_threshold	source_version	fetch_date
RF02207	data/raw/rna/rfam/Rfam.cm.gz#RF02207	80.00	Rfam:current	2026-04-12
RF02208	data/raw/rna/rfam/Rfam.cm.gz#RF02208	80.00	Rfam:current	2026-04-12
RF02209	data/raw/rna/rfam/Rfam.cm.gz#RF02209	50.00	Rfam:current	2026-04-12
RF02210	data/raw/rna/rfam/Rfam.cm.gz#RF02210	70.00	Rfam:current	2026-04-12
RF02211	data/raw/rna/rfam/Rfam.cm.gz#RF02211	80.00	Rfam:current	2026-04-12
RF02212	data/raw/rna/rfam/Rfam.cm.gz#RF02212	70.00	Rfam:current	2026-04-12
RF02213	data/raw/rna/rfam/Rfam.cm.gz#RF02213	70.00	Rfam:current	2026-04-12
RF02214	data/raw/rna/rfam/Rfam.cm.gz#RF02214	80.00	Rfam:current	2026-04-12
RF02215	data/raw/rna/rfam/Rfam.cm.gz#RF02215	70.00	Rfam:current	2026-04-12
RF02216	data/raw/rna/rfam/Rfam.cm.gz#RF02216	45.00	Rfam:current	2026-04-12
RF02217	data/raw/rna/rfam/Rfam.cm.gz#RF02217	60.00	Rfam:current	2026-04-12
RF02218	data/raw/rna/rfam/Rfam.cm.gz#RF02218	50.00	Rfam:current	2026-04-12
RF02219	data/raw/rna/rfam/Rfam.cm.gz#RF02219	60.00	Rfam:current	2026-04-12
RF02220	data/raw/rna/rfam/Rfam.cm.gz#RF02220	60.00	Rfam:current	2026-04-12
RF02221	data/raw/rna/rfam/Rfam.cm.gz#RF02221	53.00	Rfam:current	2026-04-12
RF02222	data/raw/rna/rfam/Rfam.cm.gz#RF02222	40.00	Rfam:current	2026-04-12
RF02223	data/raw/rna/rfam/Rfam.cm.gz#RF02223	70.00	Rfam:current	2026-04-12
RF02224	data/raw/rna/rfam/Rfam.cm.gz#RF02224	50.00	Rfam:current	2026-04-12
RF02225	data/raw/rna/rfam/Rfam.cm.gz#RF02225	40.00	Rfam:current	2026-04-12
RF02226	data/raw/rna/rfam/Rfam.cm.gz#RF02226	55.00	Rfam:current	2026-04-12
RF02227	data/raw/rna/rfam/Rfam.cm.gz#RF02227	50.00	Rfam:current	2026-04-12
RF02228	data/raw/rna/rfam/Rfam.cm.gz#RF02228	44.00	Rfam:current	2026-04-12
RF02230	data/raw/rna/rfam/Rfam.cm.gz#RF02230	70.00	Rfam:current	2026-04-12
RF02231	data/raw/rna/rfam/Rfam.cm.gz#RF02231	106.00	Rfam:current	2026-04-12
RF02232	data/raw/rna/rfam/Rfam.cm.gz#RF02232	50.00	Rfam:current	2026-04-12
RF02233	data/raw/rna/rfam/Rfam.cm.gz#RF02233	80.00	Rfam:current	2026-04-12
RF02234	data/raw/rna/rfam/Rfam.cm.gz#RF02234	55.00	Rfam:current	2026-04-12
RF02235	data/raw/rna/rfam/Rfam.cm.gz#RF02235	70.00	Rfam:current	2026-04-12
RF02236	data/raw/rna/rfam/Rfam.cm.gz#RF02236	70.00	Rfam:current	2026-04-12
RF02237	data/raw/rna/rfam/Rfam.cm.gz#RF02237	40.00	Rfam:current	2026-04-12
RF02238	data/raw/rna/rfam/Rfam.cm.gz#RF02238	100.00	Rfam:current	2026-04-12
RF02239	data/raw/rna/rfam/Rfam.cm.gz#RF02239	50.00	Rfam:current	2026-04-12
RF02240	data/raw/rna/rfam/Rfam.cm.gz#RF02240	70.00	Rfam:current	2026-04-12
RF02241	data/raw/rna/rfam/Rfam.cm.gz#RF02241	45.00	Rfam:current	2026-04-12
RF02242	data/raw/rna/rfam/Rfam.cm.gz#RF02242	50.00	Rfam:current	2026-04-12
RF02243	data/raw/rna/rfam/Rfam.cm.gz#RF02243	90.00	Rfam:current	2026-04-12
RF02244	data/raw/rna/rfam/Rfam.cm.gz#RF02244	62.00	Rfam:current	2026-04-12
RF02245	data/raw/rna/rfam/Rfam.cm.gz#RF02245	90.00	Rfam:current	2026-04-12
RF02246	data/raw/rna/rfam/Rfam.cm.gz#RF02246	50.00	Rfam:current	2026-04-12
RF02247	data/raw/rna/rfam/Rfam.cm.gz#RF02247	80.00	Rfam:current	2026-04-12
RF02248	data/raw/rna/rfam/Rfam.cm.gz#RF02248	40.00	Rfam:current	2026-04-12
RF02249	data/raw/rna/rfam/Rfam.cm.gz#RF02249	70.00	Rfam:current	2026-04-12
RF02250	data/raw/rna/rfam/Rfam.cm.gz#RF02250	50.00	Rfam:current	2026-04-12
RF02251	data/raw/rna/rfam/Rfam.cm.gz#RF02251	80.00	Rfam:current	2026-04-12
RF02252	data/raw/rna/rfam/Rfam.cm.gz#RF02252	50.00	Rfam:current	2026-04-12
RF02253	data/raw/rna/rfam/Rfam.cm.gz#RF02253	30.00	Rfam:current	2026-04-12
RF02254	data/raw/rna/rfam/Rfam.cm.gz#RF02254	70.20	Rfam:current	2026-04-12
RF02255	data/raw/rna/rfam/Rfam.cm.gz#RF02255	60.00	Rfam:current	2026-04-12
RF02256	data/raw/rna/rfam/Rfam.cm.gz#RF02256	60.00	Rfam:current	2026-04-12
RF02257	data/raw/rna/rfam/Rfam.cm.gz#RF02257	70.00	Rfam:current	2026-04-12
RF02258	data/raw/rna/rfam/Rfam.cm.gz#RF02258	80.00	Rfam:current	2026-04-12
RF02259	data/raw/rna/rfam/Rfam.cm.gz#RF02259	100.00	Rfam:current	2026-04-12
RF02260	data/raw/rna/rfam/Rfam.cm.gz#RF02260	40.00	Rfam:current	2026-04-12
RF02261	data/raw/rna/rfam/Rfam.cm.gz#RF02261	45.00	Rfam:current	2026-04-12
RF02262	data/raw/rna/rfam/Rfam.cm.gz#RF02262	47.00	Rfam:current	2026-04-12
RF02263	data/raw/rna/rfam/Rfam.cm.gz#RF02263	32.00	Rfam:current	2026-04-12
RF02264	data/raw/rna/rfam/Rfam.cm.gz#RF02264	46.00	Rfam:current	2026-04-12
RF02265	data/raw/rna/rfam/Rfam.cm.gz#RF02265	51.00	Rfam:current	2026-04-12
RF02266	data/raw/rna/rfam/Rfam.cm.gz#RF02266	70.00	Rfam:current	2026-04-12
RF02267	data/raw/rna/rfam/Rfam.cm.gz#RF02267	55.00	Rfam:current	2026-04-12
RF02268	data/raw/rna/rfam/Rfam.cm.gz#RF02268	80.00	Rfam:current	2026-04-12
RF02269	data/raw/rna/rfam/Rfam.cm.gz#RF02269	37.00	Rfam:current	2026-04-12
RF02270	data/raw/rna/rfam/Rfam.cm.gz#RF02270	75.00	Rfam:current	2026-04-12
RF02271	data/raw/rna/rfam/Rfam.cm.gz#RF02271	120.00	Rfam:current	2026-04-12
RF02272	data/raw/rna/rfam/Rfam.cm.gz#RF02272	50.00	Rfam:current	2026-04-12
RF02273	data/raw/rna/rfam/Rfam.cm.gz#RF02273	80.00	Rfam:current	2026-04-12
RF02274	data/raw/rna/rfam/Rfam.cm.gz#RF02274	50.00	Rfam:current	2026-04-12
RF02275	data/raw/rna/rfam/Rfam.cm.gz#RF02275	52.00	Rfam:current	2026-04-12
RF02276	data/raw/rna/rfam/Rfam.cm.gz#RF02276	37.00	Rfam:current	2026-04-12
RF02277	data/raw/rna/rfam/Rfam.cm.gz#RF02277	75.00	Rfam:current	2026-04-12
RF02278	data/raw/rna/rfam/Rfam.cm.gz#RF02278	50.00	Rfam:current	2026-04-12
RF02279	data/raw/rna/rfam/Rfam.cm.gz#RF02279	70.00	Rfam:current	2026-04-12
RF02280	data/raw/rna/rfam/Rfam.cm.gz#RF02280	70.00	Rfam:current	2026-04-12
RF02281	data/raw/rna/rfam/Rfam.cm.gz#RF02281	60.00	Rfam:current	2026-04-12
RF02282	data/raw/rna/rfam/Rfam.cm.gz#RF02282	70.00	Rfam:current	2026-04-12
RF02283	data/raw/rna/rfam/Rfam.cm.gz#RF02283	50.00	Rfam:current	2026-04-12
RF02284	data/raw/rna/rfam/Rfam.cm.gz#RF02284	90.00	Rfam:current	2026-04-12
RF02285	data/raw/rna/rfam/Rfam.cm.gz#RF02285	70.00	Rfam:current	2026-04-12
RF02286	data/raw/rna/rfam/Rfam.cm.gz#RF02286	70.00	Rfam:current	2026-04-12
RF02287	data/raw/rna/rfam/Rfam.cm.gz#RF02287	85.00	Rfam:current	2026-04-12
RF02288	data/raw/rna/rfam/Rfam.cm.gz#RF02288	70.00	Rfam:current	2026-04-12
RF02289	data/raw/rna/rfam/Rfam.cm.gz#RF02289	75.00	Rfam:current	2026-04-12
RF02290	data/raw/rna/rfam/Rfam.cm.gz#RF02290	75.00	Rfam:current	2026-04-12
RF02291	data/raw/rna/rfam/Rfam.cm.gz#RF02291	75.00	Rfam:current	2026-04-12
RF02292	data/raw/rna/rfam/Rfam.cm.gz#RF02292	75.00	Rfam:current	2026-04-12
RF02293	data/raw/rna/rfam/Rfam.cm.gz#RF02293	75.00	Rfam:current	2026-04-12
RF02294	data/raw/rna/rfam/Rfam.cm.gz#RF02294	55.00	Rfam:current	2026-04-12
RF02295	data/raw/rna/rfam/Rfam.cm.gz#RF02295	70.00	Rfam:current	2026-04-12
RF02296	data/raw/rna/rfam/Rfam.cm.gz#RF02296	80.00	Rfam:current	2026-04-12
RF02297	data/raw/rna/rfam/Rfam.cm.gz#RF02297	70.00	Rfam:current	2026-04-12
RF02298	data/raw/rna/rfam/Rfam.cm.gz#RF02298	85.00	Rfam:current	2026-04-12
RF02299	data/raw/rna/rfam/Rfam.cm.gz#RF02299	70.00	Rfam:current	2026-04-12
RF02300	data/raw/rna/rfam/Rfam.cm.gz#RF02300	75.00	Rfam:current	2026-04-12
RF02301	data/raw/rna/rfam/Rfam.cm.gz#RF02301	85.00	Rfam:current	2026-04-12
RF02302	data/raw/rna/rfam/Rfam.cm.gz#RF02302	90.00	Rfam:current	2026-04-12
RF02303	data/raw/rna/rfam/Rfam.cm.gz#RF02303	70.00	Rfam:current	2026-04-12
RF02304	data/raw/rna/rfam/Rfam.cm.gz#RF02304	90.00	Rfam:current	2026-04-12
RF02305	data/raw/rna/rfam/Rfam.cm.gz#RF02305	75.00	Rfam:current	2026-04-12
RF02306	data/raw/rna/rfam/Rfam.cm.gz#RF02306	100.00	Rfam:current	2026-04-12
RF02307	data/raw/rna/rfam/Rfam.cm.gz#RF02307	80.00	Rfam:current	2026-04-12
RF02308	data/raw/rna/rfam/Rfam.cm.gz#RF02308	80.00	Rfam:current	2026-04-12
RF02309	data/raw/rna/rfam/Rfam.cm.gz#RF02309	100.00	Rfam:current	2026-04-12
RF02310	data/raw/rna/rfam/Rfam.cm.gz#RF02310	100.00	Rfam:current	2026-04-12
RF02311	data/raw/rna/rfam/Rfam.cm.gz#RF02311	100.00	Rfam:current	2026-04-12
RF02312	data/raw/rna/rfam/Rfam.cm.gz#RF02312	100.00	Rfam:current	2026-04-12
RF02313	data/raw/rna/rfam/Rfam.cm.gz#RF02313	100.00	Rfam:current	2026-04-12
RF02314	data/raw/rna/rfam/Rfam.cm.gz#RF02314	100.00	Rfam:current	2026-04-12
RF02315	data/raw/rna/rfam/Rfam.cm.gz#RF02315	50.00	Rfam:current	2026-04-12
RF02316	data/raw/rna/rfam/Rfam.cm.gz#RF02316	100.00	Rfam:current	2026-04-12
RF02317	data/raw/rna/rfam/Rfam.cm.gz#RF02317	100.00	Rfam:current	2026-04-12
RF02318	data/raw/rna/rfam/Rfam.cm.gz#RF02318	100.00	Rfam:current	2026-04-12
RF02319	data/raw/rna/rfam/Rfam.cm.gz#RF02319	80.00	Rfam:current	2026-04-12
RF02320	data/raw/rna/rfam/Rfam.cm.gz#RF02320	100.00	Rfam:current	2026-04-12
RF02321	data/raw/rna/rfam/Rfam.cm.gz#RF02321	100.00	Rfam:current	2026-04-12
RF02322	data/raw/rna/rfam/Rfam.cm.gz#RF02322	100.00	Rfam:current	2026-04-12
RF02323	data/raw/rna/rfam/Rfam.cm.gz#RF02323	100.00	Rfam:current	2026-04-12
RF02324	data/raw/rna/rfam/Rfam.cm.gz#RF02324	100.00	Rfam:current	2026-04-12
RF02325	data/raw/rna/rfam/Rfam.cm.gz#RF02325	100.00	Rfam:current	2026-04-12
RF02326	data/raw/rna/rfam/Rfam.cm.gz#RF02326	100.00	Rfam:current	2026-04-12
RF02327	data/raw/rna/rfam/Rfam.cm.gz#RF02327	100.00	Rfam:current	2026-04-12
RF02328	data/raw/rna/rfam/Rfam.cm.gz#RF02328	100.00	Rfam:current	2026-04-12
RF02329	data/raw/rna/rfam/Rfam.cm.gz#RF02329	90.00	Rfam:current	2026-04-12
RF02330	data/raw/rna/rfam/Rfam.cm.gz#RF02330	100.00	Rfam:current	2026-04-12
RF02331	data/raw/rna/rfam/Rfam.cm.gz#RF02331	100.00	Rfam:current	2026-04-12
RF02332	data/raw/rna/rfam/Rfam.cm.gz#RF02332	100.00	Rfam:current	2026-04-12
RF02333	data/raw/rna/rfam/Rfam.cm.gz#RF02333	80.00	Rfam:current	2026-04-12
RF02334	data/raw/rna/rfam/Rfam.cm.gz#RF02334	130.00	Rfam:current	2026-04-12
RF02335	data/raw/rna/rfam/Rfam.cm.gz#RF02335	100.00	Rfam:current	2026-04-12
RF02336	data/raw/rna/rfam/Rfam.cm.gz#RF02336	100.00	Rfam:current	2026-04-12
RF02337	data/raw/rna/rfam/Rfam.cm.gz#RF02337	100.00	Rfam:current	2026-04-12
RF02338	data/raw/rna/rfam/Rfam.cm.gz#RF02338	100.00	Rfam:current	2026-04-12
RF02339	data/raw/rna/rfam/Rfam.cm.gz#RF02339	84.00	Rfam:current	2026-04-12
RF02340	data/raw/rna/rfam/Rfam.cm.gz#RF02340	50.50	Rfam:current	2026-04-12
RF02341	data/raw/rna/rfam/Rfam.cm.gz#RF02341	45.00	Rfam:current	2026-04-12
RF02342	data/raw/rna/rfam/Rfam.cm.gz#RF02342	60.00	Rfam:current	2026-04-12
RF02343	data/raw/rna/rfam/Rfam.cm.gz#RF02343	45.00	Rfam:current	2026-04-12
RF02344	data/raw/rna/rfam/Rfam.cm.gz#RF02344	58.80	Rfam:current	2026-04-12
RF02345	data/raw/rna/rfam/Rfam.cm.gz#RF02345	40.00	Rfam:current	2026-04-12
RF02346	data/raw/rna/rfam/Rfam.cm.gz#RF02346	45.00	Rfam:current	2026-04-12
RF02347	data/raw/rna/rfam/Rfam.cm.gz#RF02347	40.00	Rfam:current	2026-04-12
RF02348	data/raw/rna/rfam/Rfam.cm.gz#RF02348	74.00	Rfam:current	2026-04-12
RF02349	data/raw/rna/rfam/Rfam.cm.gz#RF02349	65.00	Rfam:current	2026-04-12
RF02350	data/raw/rna/rfam/Rfam.cm.gz#RF02350	60.00	Rfam:current	2026-04-12
RF02351	data/raw/rna/rfam/Rfam.cm.gz#RF02351	60.00	Rfam:current	2026-04-12
RF02353	data/raw/rna/rfam/Rfam.cm.gz#RF02353	39.00	Rfam:current	2026-04-12
RF02354	data/raw/rna/rfam/Rfam.cm.gz#RF02354	80.00	Rfam:current	2026-04-12
RF02355	data/raw/rna/rfam/Rfam.cm.gz#RF02355	45.00	Rfam:current	2026-04-12
RF02356	data/raw/rna/rfam/Rfam.cm.gz#RF02356	50.00	Rfam:current	2026-04-12
RF02357	data/raw/rna/rfam/Rfam.cm.gz#RF02357	60.00	Rfam:current	2026-04-12
RF02358	data/raw/rna/rfam/Rfam.cm.gz#RF02358	45.00	Rfam:current	2026-04-12
RF02359	data/raw/rna/rfam/Rfam.cm.gz#RF02359	40.00	Rfam:current	2026-04-12
RF02360	data/raw/rna/rfam/Rfam.cm.gz#RF02360	40.00	Rfam:current	2026-04-12
RF02362	data/raw/rna/rfam/Rfam.cm.gz#RF02362	43.00	Rfam:current	2026-04-12
RF02363	data/raw/rna/rfam/Rfam.cm.gz#RF02363	44.00	Rfam:current	2026-04-12
RF02364	data/raw/rna/rfam/Rfam.cm.gz#RF02364	39.00	Rfam:current	2026-04-12
RF02365	data/raw/rna/rfam/Rfam.cm.gz#RF02365	50.00	Rfam:current	2026-04-12
RF02366	data/raw/rna/rfam/Rfam.cm.gz#RF02366	70.00	Rfam:current	2026-04-12
RF02367	data/raw/rna/rfam/Rfam.cm.gz#RF02367	44.00	Rfam:current	2026-04-12
RF02368	data/raw/rna/rfam/Rfam.cm.gz#RF02368	100.00	Rfam:current	2026-04-12
RF02369	data/raw/rna/rfam/Rfam.cm.gz#RF02369	70.00	Rfam:current	2026-04-12
RF02370	data/raw/rna/rfam/Rfam.cm.gz#RF02370	100.00	Rfam:current	2026-04-12
RF02371	data/raw/rna/rfam/Rfam.cm.gz#RF02371	65.00	Rfam:current	2026-04-12
RF02372	data/raw/rna/rfam/Rfam.cm.gz#RF02372	50.00	Rfam:current	2026-04-12
RF02373	data/raw/rna/rfam/Rfam.cm.gz#RF02373	47.00	Rfam:current	2026-04-12
RF02374	data/raw/rna/rfam/Rfam.cm.gz#RF02374	80.00	Rfam:current	2026-04-12
RF02375	data/raw/rna/rfam/Rfam.cm.gz#RF02375	60.00	Rfam:current	2026-04-12
RF02376	data/raw/rna/rfam/Rfam.cm.gz#RF02376	45.00	Rfam:current	2026-04-12
RF02377	data/raw/rna/rfam/Rfam.cm.gz#RF02377	100.00	Rfam:current	2026-04-12
RF02378	data/raw/rna/rfam/Rfam.cm.gz#RF02378	80.00	Rfam:current	2026-04-12
RF02379	data/raw/rna/rfam/Rfam.cm.gz#RF02379	57.00	Rfam:current	2026-04-12
RF02384	data/raw/rna/rfam/Rfam.cm.gz#RF02384	100.00	Rfam:current	2026-04-12
RF02385	data/raw/rna/rfam/Rfam.cm.gz#RF02385	55.00	Rfam:current	2026-04-12
RF02386	data/raw/rna/rfam/Rfam.cm.gz#RF02386	80.00	Rfam:current	2026-04-12
RF02387	data/raw/rna/rfam/Rfam.cm.gz#RF02387	80.00	Rfam:current	2026-04-12
RF02388	data/raw/rna/rfam/Rfam.cm.gz#RF02388	70.00	Rfam:current	2026-04-12
RF02389	data/raw/rna/rfam/Rfam.cm.gz#RF02389	50.00	Rfam:current	2026-04-12
RF02390	data/raw/rna/rfam/Rfam.cm.gz#RF02390	80.00	Rfam:current	2026-04-12
RF02392	data/raw/rna/rfam/Rfam.cm.gz#RF02392	100.00	Rfam:current	2026-04-12
RF02393	data/raw/rna/rfam/Rfam.cm.gz#RF02393	80.00	Rfam:current	2026-04-12
RF02394	data/raw/rna/rfam/Rfam.cm.gz#RF02394	100.00	Rfam:current	2026-04-12
RF02395	data/raw/rna/rfam/Rfam.cm.gz#RF02395	80.00	Rfam:current	2026-04-12
RF02396	data/raw/rna/rfam/Rfam.cm.gz#RF02396	56.00	Rfam:current	2026-04-12
RF02397	data/raw/rna/rfam/Rfam.cm.gz#RF02397	90.00	Rfam:current	2026-04-12
RF02398	data/raw/rna/rfam/Rfam.cm.gz#RF02398	50.00	Rfam:current	2026-04-12
RF02399	data/raw/rna/rfam/Rfam.cm.gz#RF02399	39.00	Rfam:current	2026-04-12
RF02400	data/raw/rna/rfam/Rfam.cm.gz#RF02400	90.00	Rfam:current	2026-04-12
RF02401	data/raw/rna/rfam/Rfam.cm.gz#RF02401	42.00	Rfam:current	2026-04-12
RF02402	data/raw/rna/rfam/Rfam.cm.gz#RF02402	60.00	Rfam:current	2026-04-12
RF02403	data/raw/rna/rfam/Rfam.cm.gz#RF02403	70.00	Rfam:current	2026-04-12
RF02404	data/raw/rna/rfam/Rfam.cm.gz#RF02404	45.00	Rfam:current	2026-04-12
RF02405	data/raw/rna/rfam/Rfam.cm.gz#RF02405	44.00	Rfam:current	2026-04-12
RF02406	data/raw/rna/rfam/Rfam.cm.gz#RF02406	55.00	Rfam:current	2026-04-12
RF02407	data/raw/rna/rfam/Rfam.cm.gz#RF02407	36.00	Rfam:current	2026-04-12
RF02408	data/raw/rna/rfam/Rfam.cm.gz#RF02408	70.00	Rfam:current	2026-04-12
RF02409	data/raw/rna/rfam/Rfam.cm.gz#RF02409	100.00	Rfam:current	2026-04-12
RF02410	data/raw/rna/rfam/Rfam.cm.gz#RF02410	43.00	Rfam:current	2026-04-12
RF02411	data/raw/rna/rfam/Rfam.cm.gz#RF02411	44.00	Rfam:current	2026-04-12
RF02412	data/raw/rna/rfam/Rfam.cm.gz#RF02412	100.00	Rfam:current	2026-04-12
RF02413	data/raw/rna/rfam/Rfam.cm.gz#RF02413	57.00	Rfam:current	2026-04-12
RF02414	data/raw/rna/rfam/Rfam.cm.gz#RF02414	60.00	Rfam:current	2026-04-12
RF02415	data/raw/rna/rfam/Rfam.cm.gz#RF02415	55.00	Rfam:current	2026-04-12
RF02416	data/raw/rna/rfam/Rfam.cm.gz#RF02416	50.00	Rfam:current	2026-04-12
RF02417	data/raw/rna/rfam/Rfam.cm.gz#RF02417	100.00	Rfam:current	2026-04-12
RF02418	data/raw/rna/rfam/Rfam.cm.gz#RF02418	55.00	Rfam:current	2026-04-12
RF02419	data/raw/rna/rfam/Rfam.cm.gz#RF02419	45.00	Rfam:current	2026-04-12
RF02420	data/raw/rna/rfam/Rfam.cm.gz#RF02420	50.00	Rfam:current	2026-04-12
RF02421	data/raw/rna/rfam/Rfam.cm.gz#RF02421	44.00	Rfam:current	2026-04-12
RF02422	data/raw/rna/rfam/Rfam.cm.gz#RF02422	45.00	Rfam:current	2026-04-12
RF02423	data/raw/rna/rfam/Rfam.cm.gz#RF02423	80.00	Rfam:current	2026-04-12
RF02424	data/raw/rna/rfam/Rfam.cm.gz#RF02424	70.00	Rfam:current	2026-04-12
RF02425	data/raw/rna/rfam/Rfam.cm.gz#RF02425	55.00	Rfam:current	2026-04-12
RF02426	data/raw/rna/rfam/Rfam.cm.gz#RF02426	50.00	Rfam:current	2026-04-12
RF02427	data/raw/rna/rfam/Rfam.cm.gz#RF02427	60.00	Rfam:current	2026-04-12
RF02428	data/raw/rna/rfam/Rfam.cm.gz#RF02428	54.00	Rfam:current	2026-04-12
RF02429	data/raw/rna/rfam/Rfam.cm.gz#RF02429	100.00	Rfam:current	2026-04-12
RF02430	data/raw/rna/rfam/Rfam.cm.gz#RF02430	60.00	Rfam:current	2026-04-12
RF02431	data/raw/rna/rfam/Rfam.cm.gz#RF02431	55.00	Rfam:current	2026-04-12
RF02432	data/raw/rna/rfam/Rfam.cm.gz#RF02432	48.00	Rfam:current	2026-04-12
RF02433	data/raw/rna/rfam/Rfam.cm.gz#RF02433	48.00	Rfam:current	2026-04-12
RF02434	data/raw/rna/rfam/Rfam.cm.gz#RF02434	60.00	Rfam:current	2026-04-12
RF02435	data/raw/rna/rfam/Rfam.cm.gz#RF02435	52.00	Rfam:current	2026-04-12
RF02436	data/raw/rna/rfam/Rfam.cm.gz#RF02436	70.00	Rfam:current	2026-04-12
RF02437	data/raw/rna/rfam/Rfam.cm.gz#RF02437	70.00	Rfam:current	2026-04-12
RF02438	data/raw/rna/rfam/Rfam.cm.gz#RF02438	50.00	Rfam:current	2026-04-12
RF02439	data/raw/rna/rfam/Rfam.cm.gz#RF02439	80.00	Rfam:current	2026-04-12
RF02440	data/raw/rna/rfam/Rfam.cm.gz#RF02440	37.20	Rfam:current	2026-04-12
RF02441	data/raw/rna/rfam/Rfam.cm.gz#RF02441	60.00	Rfam:current	2026-04-12
RF02442	data/raw/rna/rfam/Rfam.cm.gz#RF02442	42.00	Rfam:current	2026-04-12
RF02443	data/raw/rna/rfam/Rfam.cm.gz#RF02443	80.00	Rfam:current	2026-04-12
RF02444	data/raw/rna/rfam/Rfam.cm.gz#RF02444	50.00	Rfam:current	2026-04-12
RF02445	data/raw/rna/rfam/Rfam.cm.gz#RF02445	50.00	Rfam:current	2026-04-12
RF02446	data/raw/rna/rfam/Rfam.cm.gz#RF02446	60.00	Rfam:current	2026-04-12
RF02447	data/raw/rna/rfam/Rfam.cm.gz#RF02447	79.00	Rfam:current	2026-04-12
RF02448	data/raw/rna/rfam/Rfam.cm.gz#RF02448	45.00	Rfam:current	2026-04-12
RF02449	data/raw/rna/rfam/Rfam.cm.gz#RF02449	60.00	Rfam:current	2026-04-12
RF02450	data/raw/rna/rfam/Rfam.cm.gz#RF02450	60.00	Rfam:current	2026-04-12
RF02451	data/raw/rna/rfam/Rfam.cm.gz#RF02451	60.00	Rfam:current	2026-04-12
RF02452	data/raw/rna/rfam/Rfam.cm.gz#RF02452	60.00	Rfam:current	2026-04-12
RF02453	data/raw/rna/rfam/Rfam.cm.gz#RF02453	100.00	Rfam:current	2026-04-12
RF02454	data/raw/rna/rfam/Rfam.cm.gz#RF02454	50.00	Rfam:current	2026-04-12
RF02455	data/raw/rna/rfam/Rfam.cm.gz#RF02455	80.00	Rfam:current	2026-04-12
RF02456	data/raw/rna/rfam/Rfam.cm.gz#RF02456	100.00	Rfam:current	2026-04-12
RF02457	data/raw/rna/rfam/Rfam.cm.gz#RF02457	100.00	Rfam:current	2026-04-12
RF02458	data/raw/rna/rfam/Rfam.cm.gz#RF02458	100.00	Rfam:current	2026-04-12
RF02459	data/raw/rna/rfam/Rfam.cm.gz#RF02459	40.00	Rfam:current	2026-04-12
RF02460	data/raw/rna/rfam/Rfam.cm.gz#RF02460	90.00	Rfam:current	2026-04-12
RF02461	data/raw/rna/rfam/Rfam.cm.gz#RF02461	41.00	Rfam:current	2026-04-12
RF02462	data/raw/rna/rfam/Rfam.cm.gz#RF02462	30.00	Rfam:current	2026-04-12
RF02463	data/raw/rna/rfam/Rfam.cm.gz#RF02463	37.00	Rfam:current	2026-04-12
RF02464	data/raw/rna/rfam/Rfam.cm.gz#RF02464	50.00	Rfam:current	2026-04-12
RF02465	data/raw/rna/rfam/Rfam.cm.gz#RF02465	46.00	Rfam:current	2026-04-12
RF02466	data/raw/rna/rfam/Rfam.cm.gz#RF02466	48.00	Rfam:current	2026-04-12
RF02467	data/raw/rna/rfam/Rfam.cm.gz#RF02467	45.00	Rfam:current	2026-04-12
RF02468	data/raw/rna/rfam/Rfam.cm.gz#RF02468	55.00	Rfam:current	2026-04-12
RF02469	data/raw/rna/rfam/Rfam.cm.gz#RF02469	45.00	Rfam:current	2026-04-12
RF02470	data/raw/rna/rfam/Rfam.cm.gz#RF02470	44.00	Rfam:current	2026-04-12
RF02471	data/raw/rna/rfam/Rfam.cm.gz#RF02471	45.00	Rfam:current	2026-04-12
RF02472	data/raw/rna/rfam/Rfam.cm.gz#RF02472	60.00	Rfam:current	2026-04-12
RF02473	data/raw/rna/rfam/Rfam.cm.gz#RF02473	70.00	Rfam:current	2026-04-12
RF02474	data/raw/rna/rfam/Rfam.cm.gz#RF02474	100.00	Rfam:current	2026-04-12
RF02475	data/raw/rna/rfam/Rfam.cm.gz#RF02475	75.00	Rfam:current	2026-04-12
RF02476	data/raw/rna/rfam/Rfam.cm.gz#RF02476	75.00	Rfam:current	2026-04-12
RF02477	data/raw/rna/rfam/Rfam.cm.gz#RF02477	95.00	Rfam:current	2026-04-12
RF02478	data/raw/rna/rfam/Rfam.cm.gz#RF02478	75.00	Rfam:current	2026-04-12
RF02479	data/raw/rna/rfam/Rfam.cm.gz#RF02479	100.00	Rfam:current	2026-04-12
RF02480	data/raw/rna/rfam/Rfam.cm.gz#RF02480	90.00	Rfam:current	2026-04-12
RF02481	data/raw/rna/rfam/Rfam.cm.gz#RF02481	100.00	Rfam:current	2026-04-12
RF02482	data/raw/rna/rfam/Rfam.cm.gz#RF02482	100.00	Rfam:current	2026-04-12
RF02483	data/raw/rna/rfam/Rfam.cm.gz#RF02483	100.00	Rfam:current	2026-04-12
RF02484	data/raw/rna/rfam/Rfam.cm.gz#RF02484	100.00	Rfam:current	2026-04-12
RF02485	data/raw/rna/rfam/Rfam.cm.gz#RF02485	100.00	Rfam:current	2026-04-12
RF02486	data/raw/rna/rfam/Rfam.cm.gz#RF02486	100.00	Rfam:current	2026-04-12
RF02487	data/raw/rna/rfam/Rfam.cm.gz#RF02487	100.00	Rfam:current	2026-04-12
