context_id	edge_id	protein_id	function_relation	inference_basis	evidence_snippet	source	source_version	fetch_date
rpi_function_aa6d95b406f571f9a4bc	rpi_4bcbfbc535322f22	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_ab258ad7c662f5477d3e	rpi_8082108859d5335b	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_ab66a57e657240ef299d	rpi_fb5169958967844c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_abfb6df695d5db284b1e	rpi_20957a483fc5b40a	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_ac5dd29250672dce4357	rpi_b7c0a8c1e03422da	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_af484880825bdad4ca80	rpi_9b4119868a618f3f	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_af51adcb90153afd05a0	rpi_2c1fa23aaf03593f	Q6P6C2	splicing_regulation	keyword:splic	equired for correct splicing and the production of longer 3'-UTR	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_af74cf8a57f2ad4c476a	rpi_54bd67efdc8f4310	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_afcf7239eb4eb3d7700a	rpi_80a1abf4bc05f011	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_affb45db4df4889870ea	rpi_f12e91df7bee961c	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b004d95b4384579b5bdb	rpi_51479064fb90b24c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b00a90b91e22f68bd2e3	rpi_e402240ed1ef1e55	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b06ed005b639162141da	rpi_01e64bd9b7045d0f	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b07b9ee760c39a8fe1ea	rpi_a06f097ad7e21c60	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b15734a7485d84c641a6	rpi_ce7436d8c4964f2f	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b1d9184d3725979d4a51	rpi_d80547bfb1e3d75e	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b25622a92cc8d1150eff	rpi_3eba3b6e23eaaf3f	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b2917b8f348331324920	rpi_80c2b7b5837a822b	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b2c7db0d9a33473fb43d	rpi_607d5836af1024f2	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b2e5460aae877d7c046c	rpi_80c2b7b5837a822b	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b2e64b39c75f036a59f4	rpi_e5aae65e9ac93ab3	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b330c8cbf5bc24221e22	rpi_69a04c8c7432a1ef	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b3357a814262cce3df21	rpi_cddd5cfa47c1077d	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b3ae52671f241eb07fd3	rpi_ce7436d8c4964f2f	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b3b2a7d59aebce1a9890	rpi_62bc264fcc2db1dd	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b4053aaf70599568f54c	rpi_8994a0423ccb711d	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b44e0099771341606ac8	rpi_e5cdcb3ad3b6e7e5	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b4681bd1f3580a75aa58	rpi_5a0b11887b00e5dd	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b59f478415179786f269	rpi_26e56f06ef12e6ce	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b5ec9007de567d0bd8cf	rpi_ade002b8adac1400	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b6640684173fd3058b14	rpi_868420601f76aff2	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b66903b23fb447be0342	rpi_107b5b4d394c3574	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b67190355deb2c29449e	rpi_9a70e579a86965f9	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b7dd9577d39eacb5bc19	rpi_331995098f7284e3	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b820dadf310e4d18de4e	rpi_038a28474780857d	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b86cd45f57015a82ce6a	rpi_869747dd36677f30	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b914a913ee1495b82650	rpi_c04b45b67426b8d9	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b91edbc79de79058d808	rpi_f0632f115e6cdc5f	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b96365caa5454b85df8f	rpi_620cd127d7befab4	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_b982e5ac5b514f00244e	rpi_ade002b8adac1400	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bb60769b33af27ba9f3e	rpi_dbe702fcc99ef3fc	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bb69999601e661771c97	rpi_01e64bd9b7045d0f	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bbb21f60fbc4de47efbe	rpi_5b411afe416d2cc6	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bc39a98aebe901b8a909	rpi_9b4119868a618f3f	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bd7511396093105517e3	rpi_77ee430887132b45	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bd8e3851640b0a354dfe	rpi_ffc1ce6e562332cc	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_be1547958c716aeaee14	rpi_ab27f293eb69bcb4	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_be6852d3edf6bcebb9b6	rpi_6b77a22c2594c057	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_be7a435403be2ed4f010	rpi_c4959e31b7af8924	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bf60e4fdb27323f59cd5	rpi_52daf82524c8449c	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bf7e97ef0fd923432453	rpi_3fed42c7f75bd382	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bf928302e1b81727f1ae	rpi_d7652979e5f23fcd	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_bf9b5d27e25f48334117	rpi_d94c3a6f8c9aa876	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_c018b6b92f74e28e734d	rpi_8c6dda35415ead20	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_c0f0d615b2358f0be135	rpi_b332996cce414345	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_c10ae1853a04e2ac5868	rpi_83909fddc6820a19	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_c15efc7fae6e44a0e3fc	rpi_a3559b414646e172	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_c1cd502fa39070f82ced	rpi_5dfa4860eb7f644c	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_c1cfa141f8d82096b83c	rpi_ea73d4ab6290eab6	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
